verse_number,transliteration
4108,qad qalahallazina ming qablihim fa ma agna 'an-hum ma kanu yaksibun
4109,"fa asabahum sayyi'atu ma kasabu, wallazina zalamu min ha'ula'i sayusibuhum sayyi'atu ma kasabu wa ma hum bimu'jizin"
4110,"a wa lam ya'lamu annallaha yabsutur-rizqa limay yasya'u wa yaqdir, inna fi zalika la'ayatil liqaumiy yu'minun"
4111,"qul ya 'ibadiyallazina asrafu 'ala anfusihim la taqnatu mir rahmatillah, innallaha yagfiruz-zunuba jami'a, innahu huwal-gafurur-rahim"
4112,wa anibu ila rabbikum wa aslimu lahu ming qabli ay ya'tiyakumul-'azabu summa la tunsarun
4113,wattabi'u ahsana ma unzila ilaikum mir rabbikum ming qabli ay ya'tiyakumul-'azabu bagtataw wa antum la tasy'urun
4114,an taqula nafsuy ya hasrata 'ala ma farrattu fi jambillahi wa ing kuntu laminas-sakhirin
4115,au taqula lau annallaha hadani lakuntu minal-muttaqin
4116,au taqula hina taral-'azaba lau anna li karratan fa akuna minal-muhsinin
4117,bala qad ja'atka ayati fa kazzabta biha wastakbarta wa kunta minal-kafirin
4118,"wa yaumal-qiyamati tarallazina kazabu 'alallahi wujuhuhum muswaddah, a laisa fi jahannama maswal lil-mutakabbirin"
4119,wa yunajjillahullazinattaqau bimafazatihim la yamassuhumus-su'u wa la hum yahzanun
4120,allahu khaliqu kulli syai'iw wa huwa 'ala kulli syai'iw wakil
4121,"lahu maqalidus-samawati wal-ard, wallazina kafaru bi'ayatillahi ula'ika humul-khasirun"
4122,qul a fa gairallahi ta'murunni a'budu ayyuhal-jahilun
4123,"wa laqad uhiya ilaika wa ilallazina ming qablik, la'in asyrakta layahbatanna 'amaluka wa latakunanna minal-khasirin"
4124,balillaha fa'bud wa kum minasy-syakirin
4125,"wa ma qadarullaha haqqa qadrihi wal-ardu jami'ang qabdatuhu yaumal-qiyamati was-samawatu matwiyyatum biyaminih, sub-hanahu wa ta'ala 'amma yusyrikun"
4126,"wa nufikha fis-suri fa sa'iqa man fis-samawati wa man fil-ardi illa man sya'allah, summa nufikha fihi ukhra fa iza hum qiyamuy yanzurun"
4127,wa asyraqatil-ardu binuri rabbiha wa wudi'al-kitabu waji'a bin-nabiyyina wasy-syuhada'i wa qudiya bainahum bil-haqqi wa hum la yuzlamun
4128,wa wuffiyat kullu nafsim ma 'amilat wa huwa a'lamu bima yaf'alun
4129,"wa siqallazina kafaru ila jahannama zumara, hatta iza ja'uha futihat abwabuha wa qala lahum khazanatuha a lam ya'tikum rusulum mingkum yatluna 'alaikum ayati rabbikum wa yunzirunakum liqa'a yaumikum haza, qalu bala wa lakin haqqat kalimatul-'azabi 'alal-kafirin"
4130,"qiladkhulu abwaba jahannama khalidina fiha, fa bi'sa maswal-mutakabbirin"
4131,"wa siqallazinattaqau rabbahum ilal-jannati zumara, hatta iza ja'uha wa futihat abwabuha wa qala lahum khazanatuha salamun 'alaikum tibtum fadkhuluha khalidin"
4132,"wa qalul-hamdu lillahillazi sadaqana wa'dahu wa aurasanal-arda natabawwa'u minal-jannati haisu nasya', fa ni'ma ajrul-'amilin"
4133,"wa taral-mala'ikata haffina min haulil-'arsyi yusabbihuna bihamdi rabbihim, wa qudiya bainahum bil-haqqi wa qilal-hamdu lillahi rabbil-'alamin"
4134,ha mim
4135,tanzilul-kitabi minallahil-'azizil-'alim
4136,"gafiriz-zambi wa qabilit-taubi syadidil-'iqabi zit-taul, la ilaha illa huw, ilaihil-masir"
4137,ma yujadilu fi ayatillahi illallazina kafaru fa la yagrurka taqallubuhum fil-bilad
4138,"kazzabat qablahum qaumu nuhiw wal-ahzabu mim ba'dihim wa hammat kullu ummatim birasulihim liya'khuzuhu wa jadalu bil-batili liyud-hidu bihil-haqqa fa akhaztuhum, fa kaifa kana 'iqab"
4139,wa kazalika haqqat kalimatu rabbika 'alallazina kafaru annahum as-habun-nar
4140,"allazina yahmilunal-'arsya wa man haulahu yusabbihuna bihamdi rabbihim wa yu'minuna bihi wa yastagfiruna lillazina amanu, rabbana wasi'ta kulla syai'ir rahmataw wa 'ilman fagfir lillazina tabu wattaba'u sabilaka wa qihim 'azabal-jahim"
4141,"rabbana wa adkhil-hum jannati 'adninillati wa'attahum wa man salaha min aba'ihim wa azwajihim wa zurriyyatihim, innaka antal-'azizul-hakim"
4142,"wa qihimus-sayyi'at, wa man taqis-sayyi'ati yauma'izin fa qad rahimtah, wa zalika huwal-fauzul-'azim"
4143,innallazina kafaru yunadauna lamaqtullahi akbaru mim maqtikum anfusakum iz tud'auna ilal-imani fa takfurun
4144,qalu rabbana amattanasnataini wa ahyaitanasnataini fa'tarafna bizunubina fa hal ila khurujim min sabil
4145,"zalikum bi'annahu iza du'iyallahu wahdahu kafartum, wa iy yusyrak bihi tu'minu, fal-hukmu lillahil-'aliyyil-kabir"
4146,"huwallazi yurikum ayatihi wa yunazzilu lakum minas-sama'i rizqa, wa ma yatazakkaru illa may yunib"
4147,fad'ullaha mukhlisina lahud-dina walau karihal-kafirun
4148,"rafi'ud-darajati zul-'arsy, yulqir-ruha min amrihi 'ala may yasya'u min 'ibadihi liyunzira yaumat-talaq"
4149,"yauma hum barizun, la yakhfa 'alallahi min-hum syai', limanil-mulkul-yaum, lillahil-wahidil-qahhar"
4150,"al-yauma tujza kullu nafsim bima kasabat, la zulmal-yaum, innallaha sari'ul-hisab"
4151,"wa anzir-hum yaumal-azifati izil-qulubu ladal-hanajiri kazimin, ma liz-zalimina min hamimiw wa la syafi'iy yuta'"
4152,ya'lamu kha'inatal-a'yuni wa ma tukhfis-sudur
4153,"wallahu yaqdi bil-haqq, wallazina yad'una min dunihi la yaqduna bisyai', innallaha huwas-sami'ul-basir"
4154,"a wa lam yasiru fil-ardi fa yanzuru kaifa kana 'aqibatullazina kanu ming qablihim, kanu hum asyadda min-hum quwwataw wa asaran fil-ardi fa akhazahumullahu bizunubihim, wa ma kana lahum minallahi miw waq"
4155,"zalika bi'annahum kanat ta'tihim rusuluhum bil-bayyinati fa kafaru fa akhazahumullah, innahu qawiyyun syadidul-'iqab"
4156,wa laqad arsalna musa bi'ayatina wa sultanim mubin
4157,ila fir'auna wa hamana wa qaruna fa qalu sahirung kazzab
4158,"fa lamma ja'ahum bil-haqqi min 'indina qaluqtulu abna'allazina amanu ma'ahu wastahyu nisa'ahum, wa ma kaidul-kafirina illa fi dalal"
4159,"wa qala fir'aunu zaruni aqtul musa walyad'u rabbah, inni akhafu ay yubaddila dinakum au ay yuz-hira fil-ardil-fasad"
4160,wa qala musa inni 'uztu birabbi wa rabbikum ming kulli mutakabbiril la yu'minu biyaumil-hisab
4161,"wa qala rajulum mu'minum min ali fir'auna yaktumu imanahu a taqtuluna rajulan ay yaqula rabbiyallahu wa qad ja'akum bil-bayyinati mir rabbikum, wa iy yaku kaziban fa 'alaihi kazibuh, wa iy yaku sadiqay yusibkum ba'dullazi ya'idukum, innallaha la yahdi man huwa musrifung kazzab"
4162,"ya qaumi lakumul-mulkul-yauma zahirina fil-ardi fa may yansuruna mim ba'sillahi in ja'ana, qala fir'aunu ma urikum illa ma ara wa ma ahdikum illa sabilar-rasyad"
4163,wa qalallazi amana ya qaumi inni akhafu 'alaikum misla yaumil-ahzab
4164,"misla da'bi qaumi nuhiw wa 'adiw wa samuda wallazina mim ba'dihim, wa mallahu yuridu zulmal lil-'ibad"
4165,wa ya qaumi inni akhafu 'alaikum yaumat-tanad
4166,"yauma tuwalluna mudbirin, ma lakum minallahi min 'asim, wa may yudlilillahu fa ma lahu min had"
4167,"wa laqad ja'akum yusufu ming qablu bil-bayyinati fa ma ziltum fi syakkim mimma ja'akum bih, hatta iza halaka qultum lay yab'asallahu mim ba'dihi rasula, kazalika yudillullahu man huwa musrifum murtab,"
4168,"allazina yujadiluna fi ayatillahi bigairi sultanin atahum, kabura maqtan 'indallahi wa 'indallazina amanu, kazalika yatba'ullahu 'ala kulli qalbi mutakabbirin jabbar"
4169,wa qala fir'aunu ya hamanubni li sar-hal la'alli ablugul-asbab
4170,"asbabas-samawati fa attali'a ila ilahi musa wa inni la'azunnuhu kaziba, wa kazalika zuyyina lifir'auna su'u 'amalihi wa sudda 'anis-sabil, wa ma kaidu fir'auna illa fi tabab"
4171,wa qalallazi amana ya qaumittabi'uni ahdikum sabilar-rasyad
4172,ya qaumi innama hazihil-hayatud-dun-ya mata'uw wa innal-akhirata hiya darul-qarar
4173,"man 'amila sayyi'atan fa la yujza illa mislaha, wa man 'amila saliham min zakarin au unsa wa huwa mu'minun fa ula'ika yadkhulunal-jannata yurzaquna fiha bigairi hisab"
4174,wa ya qaumi ma li ad'ukum ilan-najati wa tad'unani ilan-nar
4175,tad'unani li'akfura billahi wa usyrika bihi ma laisa li bihi 'ilmuw wa ana ad'ukum ilal-'azizil-gaffar
4176,la jarama annama tad'unani ilaihi laisa lahu da'watun fid-dun-ya wa la fil-akhirati wa anna maraddana ilallahi wa annal-musrifina hum as-habun-nar
4177,"fasatazkuruna ma aqulu lakum, wa ufawwidu amri ilallah, innallaha basirum bil-'ibad"
4178,fa waqahullahu sayyi'ati ma makaru wa haqa bi'ali fir'auna su'ul-'azab
4179,"an-naru yu'raduna 'alaiha guduwwaw wa 'asyiyya, wa yauma taqumus-sa'ah, adkhilu ala fir'auna asyaddal-'azab"
4180,wa iz yatahajjuna fin-nari fa yaqulud-du'afa'u lillazinastakbaru inna kunna lakum taba'an fa hal antum mugnuna 'anna nasibam minan-nar
4181,qalallazinastakbaru inna kullun fiha innallaha qad hakama bainal-'ibad
4182,wa qalallazina fin-nari likhazanati jahannamad'u rabbakum yukhaffif 'anna yaumam minal-'azab
4183,"qalu a wa lam taku ta'tikum rusulukum bil-bayyinat, qalu bala, qalu fad'u, wa ma du'a'ul-kafirina illa fi dalal"
4184,inna lanansuru rusulana wallazina amanu fil-hayatid-dun-ya wa yauma yaqumul-asy-had
4185,yauma la yanfa'uz-zalimina ma'ziratuhum wa lahumul-la'natu wa lahum su'ud-dar
4186,wa laqad ataina musal-huda wa aurasna bani isra'ilal-kitab
4187,hudaw wa zikra li'ulil-albab
4188,fasbir inna wa'dallahi haqquw wastagfir lizambika wa sabbih bihamdi rabbika bil-'asyiyyi wal-ibkar
4189,"innallazina yujadiluna fi ayatillahi bigairi sultanin atahum in fi sudurihim illa kibrum ma hum bibaligih, fasta'iz billah, innahu huwas-sami'ul-basir"
4190,lakhalqus-samawati wal-ardi akbaru min khalqin-nasi wa lakinna aksaran-nasi la ya'lamun
4191,"wa ma yastawil-a'ma wal-basiru wallazina amanu wa 'amilus-salihati wa lal-musi', qalilam ma tatazakkarun"
4192,innas-sa'ata la'atiyatul la raiba fiha wa lakinna aksaran-nasi la yu'minun
4193,"wa qala rabbukumud'uni astajib lakum, innallazina yastakbiruna 'an 'ibadati sayadkhuluna jahannama dakhirin"
4194,"allahullazi ja'ala lakumul-laila litaskunu fihi wan-nahara mubsira, innallaha lazu fadlin 'alan-nasi wa lakinna aksaran-nasi la yasykurun"
4195,"zalikumullahu rabbukum khaliqu kulli syai', la ilaha illa huwa fa anna tu'fakun"
4196,kazalika yu'fakullazina kanu bi'ayatillahi yaj-hadun
4197,"allahullazi ja'ala lakumul-arda qararaw was-sama'a bina'aw wa sawwarakum fa ahsana suwarakum wa razaqakum minat-tayyibat, zalikumullahu rabbukum, fa tabarakallahu rabbul-'alamin"
4198,"huwal-hayyu la ilaha illa huwa fad'uhu mukhlisina lahud-din, al-hamdu lillahi rabbil-'alamin"
4199,qul inni nuhitu an a'budallazina tad'una min dunillahi lamma ja'aniyal-bayyinatu mir rabbi wa umirtu an uslima lirabbil-'alamin
4200,"huwallazi khalaqakum min turabin summa min nutfatin summa min 'alaqatin summa yukhrijukum tiflan summa litablugu asyuddakum summa litakunu syuyukha, wa mingkum may yutawaffa ming qablu wa litablugu ajalam musammaw wa la'allakum ta'qilun"
4201,"huwallazi yuhyi wa yumit, fa iza qada amran fa innama yaqulu lahu kun fa yakun"
4202,"a lam tara ilallazina yujadiluna fi ayatillah, anna yusrafun"
4203,"allazina kazzabu bil-kitabi wa bima arsalna bihi rusulana, fa saufa ya'lamun"
4204,"izil-aglalu fi a'naqihim was-salasil, yus-habun"
4205,fil-hamimi summa fin-nari yusjarun
4206,summa qila lahum aina ma kuntum tusyrikun
4207,"min dunillah, qalu dallu 'anna bal lam nakun nad'u ming qablu syai'a, kazalika yudillullahul-kafirin"
4208,zalikum bima kuntum tafrahuna fil-ardi bigairil-haqqi wa bima kuntum tamrahun
4209,"udkhulu abwaba jahannama khalidina fiha, fa bi'sa maswal-mutakabbirin"
4210,"fasbir inna wa'dallahi haqq, fa imma nuriyannaka ba'dallazi na'iduhum au natawaffayannaka fa ilaina yurja'un"
4211,"wa laqad arsalna rusulam ming qablika min-hum mang qasasna 'alaika wa min-hum mal lam naqsus 'alaik, wa ma kana lirasulin ay ya'tiya bi'ayatin illa bi'iznillah, fa iza ja'a amrullahi qudiya bil-haqqi wa khasira hunalikal-mubtilun"
4212,allahullazi ja'ala lakumul-an'ama litarkabu min-ha wa min-ha ta'kulun
4213,wa lakum fiha manafi'u wa litablugu 'alaiha hajatan fi sudurikum wa 'alaiha wa 'alal-fulki tuhmalun
4214,wa yurikum ayatihi fa ayya ayatillahi tungkirun
4215,"a fa lam yasiru fil-ardi fa yanzuru kaifa kana 'aqibatullazina ming qablihim, kanu aksara min-hum wa asyadda quwwataw wa asaran fil-ardi fa ma agna 'an-hum ma kanu yaksibun"
4216,fa lamma ja'at-hum rusuluhum bil-bayyinati farihu bima 'indahum minal-'ilmi wa haqa bihim ma kanu bihi yastahzi'un
4217,"fa lamma ra'au ba'sana, qalu amanna billahi wahdahu wa kafarna bima kunna bihi musyrikin"
4218,"fa lam yaku yanfa'uhum imanuhum lamma ra'au ba'sana, sunnatallahillati qad khalat fi 'ibadih, wa khasira hunalikal-kafirun"
4219,ha mim
4220,tanzilum minar-rahmanir-rahim
4221,kitabun fussilat ayatuhu qur'anan 'arabiyyal liqaumiy ya'lamun
4222,"basyiraw wa nazira, fa a'rada aksaruhum fa hum la yasma'un"
4223,wa qalu qulubuna fi akinnatim mimma tad'una ilaihi wa fi azanina waqruw wa mim bainina wa bainika hijabun fa'mal innana 'amilun
4224,"qul innama ana basyarum mislukum yuha ilayya annama ilahukum ilahuw wahidun fastaqimu ilaihi wastagfiruh, wa wailul lil-musyrikin"
4225,allazina la yu'tunaz-zakata wa hum bil-akhirati hum kafirun
4226,innallazina amanu wa 'amilus-salihati lahum ajrun gairu mamnun
4227,"qul a innakum latakfuruna billazi khalaqal-arda fi yaumaini wa taj'aluna lahu andada, zalika rabbul-'alamin"
4228,"wa ja'ala fiha rawasiya min fauqiha wa baraka fiha wa qaddara fiha aqwataha fi arba'ati ayyam, sawa'al lis-sa'ilin"
4229,"summastawa ilas-sama'i wa hiya dukhanun fa qala laha wa lil-ardi'tiya tau'an au karha, qalata ataina ta'i'in"
4230,"fa qadahunna sab'a samawatin fi yaumaini wa auha fi kulli sama'in amraha, wa zayyannas-sama'ad-dun-ya bimasabiha wa hifza, zalika taqdirul-'azizil-'alim"
4231,fa in a'radu fa qul anzartukum sa'iqatam misla sa'iqati 'adiw wa samud
4232,"iz ja'at-humur-rusulu mim baini aidihim wa min khalfihim alla ta'budu illallah, qalu lau sya'a rabbuna la'anzala mala'ikatan fa inna bima ursiltum bihi kafirun"
4233,"fa amma 'adun fastakbaru fil-ardi bigairil-haqqi wa qalu man asyaddu minna quwwah, a wa lam yarau annallahallazi khalaqahum huwa asyaddu min-hum quwwah, wa kanu bi'ayatina yaj-hadun"
4234,"fa arsalna 'alaihim rihan sarsaran fi ayyamin nahisatil linuziqahum 'azabal-khizyi fil-hayatid-dun-ya, wa la'azabul-akhirati akhza wa hum la yunsarun"
4235,wa amma samudu fa hadainahum fastahabbul-'ama 'alal-huda fa akhazat-hum sa'iqatul-'azabil-huni bima kanu yaksibun
4236,wa najjainallazina amanu wa kanu yattaqun
4237,wa yauma yuhsyaru a'da'ullahi ilan-nari fa hum yuza'un
4238,hatta iza ma ja'uha syahida 'alaihim sam'uhum wa absaruhum wa juluduhum bima kanu ya'malun
4239,"wa qalu lijuludihim lima syahittum 'alaina, qalu antaqanallahullazi antaqa kulla syai'iw wa huwa khalaqakum awwala marratiw wa ilaihi turja'un"
4240,wa ma kuntum tastatiruna ay yasy-hada 'alaikum sam'ukum wa la absarukum wa la juludukum wa lakin zanantum annallaha la ya'lamu kasiram mimma ta'malun
4241,wa zalikum zannukumullazi zanantum birabbikum ardakum fa asbahtum minal-khasirin
4242,"fa iy yasbiru fan-naru maswal lahum, wa iy yasta'tibu fa ma hum minal-mu'tabin"
4243,"wa qayyadna lahum qurana'a fa zayyanu lahum ma baina aidihim wa ma khalfahum wa haqqa 'alaihimul-qaulu fi umaming qad khalat ming qablihim minal-jinni wal-ins, innahum kanu khasirin"
4244,wa qalallazina kafaru la tasma'u lihazal-qur'ani walgau fihi la'allakum taglibun
4245,fa lanuziqannallazina kafaru 'azaban syadidaw wa lanajziyannahum aswa'allazi kanu ya'malun
4246,"zalika jaza'u a'da'illahin-naru lahum fiha darul-khuld, jaza'am bima kanu bi'ayatina yaj-hadun"
4247,wa qalallazina kafaru rabbana arinallazaini adallana minal-jinni wal-insi naj'al-huma tahta aqdamina liyakuna minal-asfalin
4248,innallazina qalu rabbunallahu summastaqamu tatanazzalu 'alaihimul-mala'ikatu alla takhafu wa la tahzanu wa absyiru bil-jannatillati kuntum tu'adun
4249,"nahnu auliya'ukum fil-hayatid-dun-ya wa fil-akhirah, wa lakum fiha ma tasytahi anfusukum wa lakum fiha ma tadda'un"
4250,nuzulam min gafurir rahim
4251,wa man ahsanu qaulam mim man da'a ilallahi wa 'amila salihaw wa qala innani minal-muslimin
4252,"wa la tastawil-hasanatu wa las-sayyi'ah, idfa' billati hiya ahsanu fa izallazi bainaka wa bainahu 'adawatung ka'annahu waliyyun hamim"
4253,"wa ma yulaqqaha illallazina sabaru, wa ma yulaqqaha illa zu hazzin 'azim"
4254,"wa imma yanzagannaka minasy-syaitani nazgun fasta'iz billah, innahu huwas-sami'ul-'alim"
4255,"wa min ayatihil-lailu wan-naharu wasy-syamsu wal-qamar, la tasjudu lisy-syamsi wa la lil-qamari wasjudu lillahillazi khalaqahunna ing kuntum iyyahu ta'budun"
4256,fa inistakbaru fallazina 'inda rabbika yusabbihuna lahu bil-laili wan-nahari wa hum la yas'amun
4257,"wa min ayatihi annaka taral-arda khasyi'atan fa iza anzalna 'alaihal-ma'ahtazzat wa rabat, innallazi ahyaha lamuhyil-mauta, innahu 'ala kulli syai'ing qadir"
4258,"innallazina yul-hiduna fi ayatina la yakhfauna 'alaina, a fa may yulqa fin-nari khairun am may ya'ti aminay yaumal-qiyamah, i'malu ma syi'tum innahu bima ta'maluna basir"
4259,"innallazina kafaru biz-zikri lamma ja'ahum, wa innahu lakitabun 'aziz"
4260,"la ya'tihil-batilu mim baini yadaihi wa la min khalfih, tanzilum min hakimin hamid"
4261,"ma yuqalu laka illa ma qad qila lir-rusuli ming qablik, inna rabbaka lazu magfiratiw wa zu 'iqabin alim"
4262,"walau ja'alnahu qur'anan a'jamiyyal laqalu lau la fussilat ayatuh, a a'jamiyyuw wa 'arabiyy, qul huwa lillazina amanu hudaw wa syifa', wallazina la yu'minuna fi azanihim waqruw wa huwa 'alaihim 'ama, ula'ika yunadauna mim makanim ba'id"
4263,"wa laqad ataina musal-kitaba fakhtulifa fih, walau la kalimatun sabaqat mir rabbika laqudiya bainahum, wa innahum lafi syakkim min-hu murib"
4264,"man 'amila salihan falinafsihi wa man asa'a fa 'alaiha, wa ma rabbuka bizallamil lil-'abid"
4265,"ilaihi yuraddu 'ilmus-sa'ah, wa ma takhruju min samaratim min akmamiha wa ma tahmilu min unsa wa la tada'u illa bi'ilmih, wa yauma yunadihim aina syuraka'i qalu azannaka ma minna min syahid"
4266,wa dalla 'an-hum ma kanu yad'una ming qablu wa zannu ma lahum mim mahis
4267,la yas'amul-insanu min du'a'il-khairi wa im massahusy-syarru fa ya'usung qanut
4268,"wa la'in azaqnahu rahmatam minna mim ba'di darra'a massat-hu layaqulanna haza li wa ma azunnus-sa'ata qa'imataw wa la'ir ruji'tu ila rabbi inna li 'indahu lal-husna, fa lanunabbi'annallazina kafaru bima 'amilu wa lanuziqannahum min 'azabin galiz"
4269,"wa iza an'amna 'alal-insani a'rada wa na'a bijanibih, wa iza massahusy-syarru fa zu du'a'in 'arid"
4270,qul a ra'aitum ing kana min 'indillahi summa kafartum bihi man adallu mim man huwa fi syiqaqim ba'id
4271,"sanurihim ayatina fil-afaqi wa fi anfusihim hatta yatabayyana lahum annahul-haqq, a wa lam yakfi birabbika annahu 'ala kulli syai'in syahid"
4272,"ala innahum fi miryatim mil liqa'i rabbihim, ala innahu bikulli syai'im muhit"
4273,ha mim
4274,'Ain sin qaf
4275,kazalika yuhi ilaika wa ilallazina ming qablikallahul-'azizul-hakim
4276,"lahu ma fis-samawati wa ma fil-ard, wa huwal-'aliyyul-'azim"
4277,"takadus-samawatu yatafattarna min fauqihinna wal-mala'ikatu yusabbihuna bihamdi rabbihim wa yastagfiruna liman fil-ard, ala innallaha huwal-gafurur-rahim"
4278,wallazinattakhazu min dunihi auliya'allahu hafizun 'alaihim wa ma anta 'alaihim biwakil
4279,"wa kazalika auhaina ilaika qur'anan 'arabiyyal litunzira ummal-qura wa man haulaha wa tunzira yaumal-jam'i la raiba fih, fariqun fil-jannati wa fariqun fis-sa'ir"
4280,"walau sya'allahu laja'alahum ummataw wahidataw wa lakiy yudkhilu may yasya'u fi rahmatih, waz-zalimuna ma lahum miw waliyyiw wa la nasir"
4281,"amittakhazu min dunihi auliya', fallahu huwal-waliyyu wa huwa yuhyil-mauta wa huwa 'ala kulli syai'ing qadir"
4282,"wa makhtalaftum fihi min syai'in fa hukmuhu ilallah, zalikumullahu rabbi 'alaihi tawakkaltu wa ilaihi unib"
4283,"fatirus-samawati wal-ard, ja'ala lakum min anfusikum azwajaw wa minal-an'ami azwaja, yazra'ukum fih, laisa kamislihi syai', wa huwas-sami'ul-basir"
4284,"lahu maqalidus-samawati wal-ard, yabsutur-rizqa limay yasya'u wa yaqdir, innahu bikulli syai'in 'alim"
4285,"syara'a lakum minad-dini ma wassa bihi nuhaw wallazi auhaina ilaika wa ma wassaina bihi ibrahima wa musa wa 'isa an aqimud-dina wa la tatafarraqu fih, kabura 'alal-musyrikina ma tad'uhum ilaih, allahu yajtabi ilaihi may yasya'u wa yahdi ilaihi may yunib"
4286,"wa ma tafarraqu illa mim ba'di ma ja'ahumul-'ilmu bagyam bainahum, walau la kalimatun sabaqat mir rabbika ila ajalim musammal laqudiya bainahum, wa innallazina urisul-kitaba mim ba'dihim lafi syakkim min-hu murib"
4287,"fa lizalika fad', wastaqim kama umirt, wa la tattabi' ahwa'ahum, wa qul amantu bima anzalallahu ming kitab, wa umirtu li'a'dila bainakum, allahu rabbuna wa rabbukum, lana a'maluna wa lakum a'malukum, la hujjata bainana wa bainakum, allahu yajma'u bainana, wa ilaihil-masir"
4288,wallazina yuhajjuna fillahi mim ba'di mastujiba lahu hujjatuhum dahidatun 'inda rabbihim wa 'alaihim gadabuw wa lahum 'azabun syadid
4289,"allahullazi anzalal-kitaba bil-haqqi wal mizan, wa ma yudrika la'allas-sa'ata qarib"
4290,"yasta'jilu bihallazina la yu'minuna biha, wallazina amanu musyfiquna min-ha wa ya'lamuna annahal-haqq, ala innallazina yumaruna fis-sa'ati lafi dalalim ba'id"
4291,"allahu latifum bi'ibadihi yarzuqu may yasya', wa huwal-qawiyyul-'aziz"
4292,"mang kana yuridu harsal-akhirati nazid lahu fi harsih, wa mang kana yuridu harsad-dun-ya nu'tihi min-ha wa ma lahu fil-akhirati min nasib"
4293,"am lahum syuraka'u syara'u lahum minad-dini ma lam ya'zam bihillah, walau la kalimatul-fasli laqudiya bainahum, wa innaz-zalimina lahum 'azabun alim"
4294,"taraz-zalimina musyfiqina mimma kasabu wa huwa waqi'um bihim, wallazina amanu wa 'amilus-salihati fi raudatil-jannat, lahum ma yasya'una 'inda rabbihim, zalika huwal-fadlul-kabir"
4295,"zalikallazi yubasysyirullahu 'ibadahullazina amanu wa 'amilus-salihat, qul la as'alukum 'alaihi ajran illal-mawaddata fil-qurba, wa may yaqtarif hasanatan nazid lahu fiha husna, innallaha gafurun syakur"
4296,"am yaqulunaftara 'alallahi kaziba, fa iy yasya'illahu yakhtim 'ala qalbik, wa yam-hullahul-batila wa yuhiqqul-haqqa bikalimatih, innahu 'alimum bizatis-sudur"
4297,wa huwallazi yaqbalut-taubata 'an 'ibadihi wa ya'fu 'anis-sayyi'ati wa ya'lamu ma taf'alun
4298,"wa yastajibullazina amanu wa 'amilus-salihati wa yaziduhum min fadlih, wal-kafiruna lahum 'azabun syadid"
4299,"walau basatallahur-rizqa li'ibadihi labagau fil-ardi wa lakiy yunazzilu biqadarim ma yasya', innahu bi'ibadihi khabirum basir"
4300,"wa huwallazi yunazzilul-gaisa mim ba'di ma qanatu wa yansyuru rahmatah, wa huwal-waliyyul-hamid"
4301,"wa min ayatihi khalqus-samawati wal-ardi wa ma bassa fihima min dabbah, wa huwa 'ala jam'ihim iza yasya'u qadir"
4302,wa ma asabakum mim musibatin fa bima kasabat aidikum wa ya'fu 'ang kasir
4303,"wa ma antum bimu'jizina fil-ard, wa ma lakum min dunillahi miw waliyyiw wa la nasir"
4304,wa min ayatihil-jawari fil-bahri kal-a'lam
4305,"iy yasya' yuskinir-riha fa yazlalna rawakida 'ala zahrih, inna fi zalika la'ayatil likulli sabbarin syakur"
4306,au yubiq-hunna bima kasabu wa ya'fu 'ang kasir
4307,"wa ya'lamallazina yujadiluna fi ayatina, ma lahum mim mahis"
4308,"fa ma utitum min syai'in fa mata'ul-hayatid-dun-ya, wa ma 'indallahi khairuw wa abqa lillazina amanu wa 'ala rabbihim yatawakkalun"
4309,wallazina yajtanibuna kaba'iral-ismi wal-fawahisya wa iza ma gadibu hum yagfirun
4310,wallazinastajabu lirabbihim wa aqamus-salata wa amruhum syura bainahum wa mimma razaqnahum yunfiqun
4311,wallazina iza asabahumul-bagyu hum yantasirun
4312,"wa jaza'u sayyi'atin sayyi'atum misluha, fa man 'afa wa aslaha fa ajruhu 'alallah, innahu la yuhibbuz-zalimin"
4313,wa lamanintasara ba'da zulmihi fa ula'ika ma 'alaihim min sabil
4314,"innamas-sabilu 'alallazina yazlimunan-nasa wa yabguna fil-ardi bigairil-haqq, ula'ika lahum 'azabun alim"
4315,wa laman sabara wa gafara inna zalika lamin 'azmil-umur
4316,"wa may yudlilillahu fa ma lahu miw waliyyim mim ba'dih, wa taraz-zalimina lamma ra'awul-'azaba yaquluna hal ila maraddim min sabil"
4317,"wa tarahum yu'raduna 'alaiha khasyi'ina minaz-zulli yanzuruna min tarfin khafiyy, wa qalallazina amanu innal-khasirinallazina khasiru anfusahum wa ahlihim yaumal-qiyamah, ala innaz-zalimina fi 'azabim muqim"
4318,"wa ma kana lahum min auliya'a yansurunahum min dunillah, wa may yudlilillahu fa ma lahu min sabil"
4319,"istajibu lirabbikum ming qabli ay ya'tiya yaumul la maradda lahu minallah, ma lakum mim malja'iy yauma'iziw wa ma lakum min nakir"
4320,"fa in a'radu fa ma arsalnaka 'alaihim hafiza, in 'alaika illal-balag, wa inna iza azaqnal-insana minna rahmatan fariha biha, wa in tusib-hum sayyi'atum bima qaddamat aidihim fa innal-insana kafur"
4321,"lillahi mulkus-samawati wal-ard, yakhluqu ma yasya', yahabu limay yasya'u inasaw wa yahabu limay yasya'uz-zukur"
4322,"au yuzawwijuhum zukranaw wa inasa, wa yaj'alu may yasya'u 'aqima, innahu 'alimung qadir"
